Category	Date	PdDistrict	X	Y	Location
VEHICLE THEFT	8/12/17	TARAVAL	-122.4612398	37.70972316	"(37.709723157825586, -122.46123975801015)"
VEHICLE THEFT	8/22/17	BAYVIEW	-122.3909749	37.72922239	"(37.729222393539885, -122.39097489518666)"
VEHICLE THEFT	11/18/17	NORTHERN	-122.426268	37.78894304	"(37.788943043205556, -122.42626796081885)"
VEHICLE THEFT	8/13/17	MISSION	-122.4229829	37.76223	"(37.762229997493854, -122.42298286712112)"
VEHICLE THEFT	11/19/17	MISSION	-122.4145447	37.7572993	"(37.75729929741014, -122.41454466856068)"
VEHICLE THEFT	9/8/17	RICHMOND	-122.4555254	37.78143133	"(37.781431327102965, -122.45552539172313)"
VEHICLE THEFT	5/3/17	INGLESIDE	-122.4063539	37.74461731	"(37.74461731191273, -122.40635393659508)"
VEHICLE THEFT	4/19/17	MISSION	-122.4208327	37.74799945	"(37.747999449322556, -122.4208326503028)"
VEHICLE THEFT	11/20/17	BAYVIEW	-122.3977416	37.76507287	"(37.765072867677354, -122.39774156658873)"
VEHICLE THEFT	5/1/17	MISSION	-122.4271781	37.76628434	"(37.766284337604304, -122.42717807024486)"
VEHICLE THEFT	11/21/17	BAYVIEW	-122.3914348	37.73812709	"(37.73812709350127, -122.39143480043337)"
VEHICLE THEFT	12/29/17	MISSION	-122.4106001	37.76753256	"(37.76753255940308, -122.41060010346314)"
VEHICLE THEFT	9/1/17	CENTRAL	-122.4168555	37.78866173	"(37.78866173240981, -122.41685551018512)"
VEHICLE THEFT	11/23/17	PARK	-122.4339491	37.77310241	"(37.7731024126357, -122.43394905997754)"
VEHICLE THEFT	5/8/17	INGLESIDE	-122.4014119	37.7195539	"(37.719553901064174, -122.40141185936048)"
VEHICLE THEFT	5/8/17	INGLESIDE	-122.4014119	37.7195539	"(37.719553901064174, -122.40141185936048)"
VEHICLE THEFT	5/9/17	MISSION	-122.4185967	37.7538382	"(37.75383820485006, -122.41859672745866)"
VEHICLE THEFT	4/20/17	PARK	-122.4403597	37.77084802	"(37.770848020363324, -122.44035965589367)"
VEHICLE THEFT	4/19/17	PARK	-122.4525476	37.75212949	"(37.75212949152737, -122.45254758092845)"
VEHICLE THEFT	11/24/17	TENDERLOIN	-122.4064017	37.78661446	"(37.78661446133656, -122.40640166833452)"
VEHICLE THEFT	9/3/17	RICHMOND	-122.4515111	37.77755321	"(37.77755321433897, -122.45151106192037)"
VEHICLE THEFT	11/13/17	RICHMOND	-122.5023997	37.77173609	"(37.77173608949012, -122.50239967649473)"
VEHICLE THEFT	11/28/17	SOUTHERN	-122.4009838	37.77480785	"(37.774807853286525, -122.40098376985536)"
VEHICLE THEFT	11/27/17	NORTHERN	-122.4233111	37.7826291	"(37.782629103743425, -122.4233110944554)"
VEHICLE THEFT	4/21/17	NORTHERN	-122.4256183	37.78995008	"(37.78995008093149, -122.4256183120125)"
VEHICLE THEFT	9/7/17	PARK	-122.4343902	37.76584804	"(37.765848037503005, -122.43439023403035)"
VEHICLE THEFT	4/20/17	MISSION	-122.4246548	37.75834914	"(37.758349142263434, -122.42465477709307)"
VEHICLE THEFT	5/19/17	SOUTHERN	-122.4190712	37.77404766	"(37.774047662206954, -122.41907120075926)"
VEHICLE THEFT	9/15/17	INGLESIDE	-122.4459739	37.70825846	"(37.708258455456146, -122.44597386520631)"
VEHICLE THEFT	8/16/17	MISSION	-122.4218864	37.76491789	"(37.76491789094235, -122.42188635798068)"
VEHICLE THEFT	11/30/17	MISSION	-122.410068	37.75273788	"(37.752737880572035, -122.41006798138662)"
VEHICLE THEFT	11/29/17	TARAVAL	-122.4697486	37.75081059	"(37.75081059218771, -122.46974862584055)"
VEHICLE THEFT	4/21/17	INGLESIDE	-122.4171448	37.71215029	"(37.7121502932531, -122.41714480239858)"
VEHICLE THEFT	8/22/17	CENTRAL	-122.4159472	37.80054586	"(37.80054586022741, -122.41594716259189)"
VEHICLE THEFT	5/11/17	BAYVIEW	-122.3940518	37.7461648	"(37.746164802314155, -122.39405184981086)"
VEHICLE THEFT	1/11/17	MISSION	-122.4182779	37.76269529	"(37.76269528759495, -122.41827791052097)"
VEHICLE THEFT	2/6/17	NORTHERN	-122.4241018	37.80325284	"(37.803252842237164, -122.42410179468762)"
VEHICLE THEFT	12/1/17	TARAVAL	-122.4546268	37.72190489	"(37.721904893188594, -122.45462681378464)"
VEHICLE THEFT	8/18/17	BAYVIEW	-122.4010969	37.72455567	"(37.72455566977171, -122.40109685156835)"
VEHICLE THEFT	11/30/17	BAYVIEW	-122.3893106	37.73874184	"(37.73874183951104, -122.3893106446069)"
VEHICLE THEFT	8/16/17	SOUTHERN	-122.3992491	37.77870494	"(37.77870493754951, -122.39924914791371)"
VEHICLE THEFT	11/6/17	SOUTHERN	-122.4164688	37.7747507	"(37.77475070285101, -122.41646876812665)"
VEHICLE THEFT	5/12/17	TENDERLOIN	-122.4129705	37.78578838	"(37.785788376688764, -122.41297053759102)"
VEHICLE THEFT	12/2/17	BAYVIEW	-122.3865558	37.74195042	"(37.741950423835846, -122.38655575027003)"
VEHICLE THEFT	4/3/17	RICHMOND	-122.4503296	37.78063167	"(37.78063167372528, -122.4503296121114)"
VEHICLE THEFT	1/18/17	MISSION	-122.4256791	37.75580604	"(37.755806037784524, -122.42567912842091)"
VEHICLE THEFT	4/25/17	BAYVIEW	-122.3984731	37.75314835	"(37.75314834602312, -122.3984731227604)"
VEHICLE THEFT	4/26/17	INGLESIDE	-122.4218052	37.74593903	"(37.74593902897983, -122.42180518927547)"
VEHICLE THEFT	4/26/17	TARAVAL	-122.472123	37.75913193	"(37.75913192779378, -122.4721230029017)"
VEHICLE THEFT	5/13/17	MISSION	-122.4154528	37.76610617	"(37.76610616625396, -122.4154527788212)"
VEHICLE THEFT	5/16/17	RICHMOND	-122.466428	37.7809231	"(37.78092309640284, -122.46642796191318)"
VEHICLE THEFT	12/2/17	MISSION	-122.4304218	37.7595565	"(37.759556498493986, -122.43042178710894)"
VEHICLE THEFT	1/4/17	TENDERLOIN	-122.4105309	37.78615172	"(37.78615172368991, -122.41053090841777)"
VEHICLE THEFT	8/20/17	SOUTHERN	-122.4159112	37.77527215	"(37.7752721501379, -122.41591119887006)"
VEHICLE THEFT	8/31/17	TENDERLOIN	-122.4162269	37.78555997	"(37.785559970874786, -122.41622691230229)"
VEHICLE THEFT	12/4/17	NORTHERN	-122.4191592	37.78334306	"(37.7833430636234, -122.41915919098442)"
VEHICLE THEFT	1/9/17	NORTHERN	-122.4373291	37.79781221	"(37.79781220886876, -122.43732907298082)"
VEHICLE THEFT	5/16/17	INGLESIDE	-122.44113	37.71121015	"(37.71121015070524, -122.44113002059008)"
VEHICLE THEFT	5/21/17	CENTRAL	-122.4173578	37.80329385	"(37.8032938546353, -122.41735782542534)"
VEHICLE THEFT	5/22/17	RICHMOND	-122.4529636	37.77574918	"(37.7757491793526, -122.45296364812226)"
VEHICLE THEFT	8/23/17	INGLESIDE	-122.4396411	37.71695934	"(37.716959336649715, -122.4396410692551)"
VEHICLE THEFT	8/23/17	MISSION	-122.4119031	37.7534181	"(37.75341810251843, -122.41190313577626)"
VEHICLE THEFT	9/1/17	MISSION	-122.4185967	37.7538382	"(37.75383820485006, -122.41859672745866)"
VEHICLE THEFT	8/24/17	PARK	-122.4427561	37.77435758	"(37.7743575833102, -122.44275614544944)"
VEHICLE THEFT	8/23/17	INGLESIDE	-122.4392648	37.71309323	"(37.71309323348949, -122.43926482717832)"
VEHICLE THEFT	8/24/17	INGLESIDE	-122.4339846	37.72576292	"(37.72576292024993, -122.43398462514295)"
VEHICLE THEFT	1/11/17	SOUTHERN	-122.4052948	37.78630722	"(37.7863072236365, -122.40529484521453)"
VEHICLE THEFT	1/9/17	NORTHERN	-122.4441619	37.79836207	"(37.79836206582787, -122.44416185521226)"
VEHICLE THEFT	9/16/17	MISSION	-122.4308834	37.76511058	"(37.76511058371202, -122.43088344804477)"
VEHICLE THEFT	10/31/17	BAYVIEW	-122.3965161	37.75231122	"(37.75231121968467, -122.39651609825312)"
VEHICLE THEFT	8/26/17	INGLESIDE	-122.4367952	37.73342383	"(37.73342382959945, -122.43679516131381)"
VEHICLE THEFT	8/27/17	CENTRAL	-122.4094236	37.78906473	"(37.78906473428479, -122.4094236046748)"
VEHICLE THEFT	5/2/17	PARK	-122.451258	37.77046831	"(37.77046831071605, -122.45125796225437)"
VEHICLE THEFT	12/5/17	BAYVIEW	-122.3817112	37.73139682	"(37.731396820845546, -122.38171118429138)"
VEHICLE THEFT	5/6/17	MISSION	-122.4339783	37.75089603	"(37.750896031936364, -122.43397827245265)"
VEHICLE THEFT	5/5/17	BAYVIEW	-122.4105204	37.72848892	"(37.728488919317385, -122.41052036284337)"
VEHICLE THEFT	9/16/17	RICHMOND	-122.4648123	37.77348934	"(37.77348933852196, -122.46481228607661)"
VEHICLE THEFT	1/20/17	CENTRAL	-122.4130138	37.79431956	"(37.79431956052376, -122.41301378409533)"
VEHICLE THEFT	12/6/17	SOUTHERN	-122.4072576	37.76976955	"(37.76976955192101, -122.40725755932178)"
VEHICLE THEFT	8/29/17	INGLESIDE	-122.4382792	37.71503411	"(37.71503411190952, -122.43827919186691)"
VEHICLE THEFT	8/28/17	TARAVAL	-122.5061887	37.76416419	"(37.76416418879896, -122.50618868196266)"
VEHICLE THEFT	1/21/17	SOUTHERN	-122.3956456	37.78022759	"(37.780227593164945, -122.39564556543885)"
VEHICLE THEFT	1/20/17	INGLESIDE	-122.435552	37.71158214	"(37.7115821363974, -122.43555202388356)"
VEHICLE THEFT	1/17/17	BAYVIEW	-122.4055904	37.72977741	"(37.72977741225372, -122.40559044564229)"
VEHICLE THEFT	12/7/17	NORTHERN	-122.4198849	37.77825108	"(37.77825108324115, -122.41988493945689)"
VEHICLE THEFT	9/17/17	BAYVIEW	-122.4031613	37.76152346	"(37.761523459143355, -122.40316125140761)"
VEHICLE THEFT	1/21/17	MISSION	-122.4186363	37.76568504	"(37.76568503855508, -122.4186362739707)"
VEHICLE THEFT	1/22/17	TARAVAL	-122.4788846	37.72584383	"(37.72584383134155, -122.47888458660937)"
VEHICLE THEFT	12/7/17	RICHMOND	-122.4796857	37.76776032	"(37.76776032102767, -122.47968572468203)"
VEHICLE THEFT	2/4/17	BAYVIEW	-122.3909226	37.71987855	"(37.719878552478264, -122.39092255340589)"
VEHICLE THEFT	8/30/17	SOUTHERN	-122.4103936	37.76990994	"(37.769909938912754, -122.41039358843763)"
VEHICLE THEFT	12/7/17	BAYVIEW	-122.3892413	37.7368838	"(37.736883796912636, -122.3892413115023)"
VEHICLE THEFT	12/8/17	MISSION	-122.4151559	37.76369793	"(37.76369793088832, -122.41515594105388)"
VEHICLE THEFT	12/9/17	MISSION	-122.4267324	37.76666294	"(37.76666294150245, -122.42673239255082)"
VEHICLE THEFT	5/13/17	MISSION	-122.4269556	37.76924706	"(37.769247063207025, -122.42695563170949)"
VEHICLE THEFT	5/13/17	BAYVIEW	-122.3881127	37.72766899	"(37.72766899239085, -122.3881126723235)"
VEHICLE THEFT	12/9/17	RICHMOND	-122.4765756	37.78612643	"(37.78612642813478, -122.47657564490645)"
VEHICLE THEFT	6/11/17	MISSION	-122.4153084	37.76531614	"(37.76531613563503, -122.41530838881565)"
VEHICLE THEFT	12/9/17	BAYVIEW	-122.3869859	37.72892041	"(37.72892041234659, -122.38698586421778)"
VEHICLE THEFT	12/8/17	BAYVIEW	-122.3748824	37.73143183	"(37.73143182964702, -122.37488242033243)"
VEHICLE THEFT	6/4/17	TARAVAL	-122.4771481	37.74951565	"(37.7495156473946, -122.4771481086657)"
VEHICLE THEFT	1/26/17	CENTRAL	-122.4192396	37.79980947	"(37.79980947095117, -122.4192396081829)"
VEHICLE THEFT	1/26/17	CENTRAL	-122.4195898	37.80152878	"(37.80152878323543, -122.41958984937608)"
VEHICLE THEFT	6/7/17	INGLESIDE	-122.4031081	37.71984298	"(37.71984297775697, -122.40310810987566)"
VEHICLE THEFT	1/2/17	TARAVAL	-122.4676297	37.74150077	"(37.74150076928581, -122.46762968370835)"
VEHICLE THEFT	6/15/17	CENTRAL	-122.4033225	37.79283662	"(37.792836619680585, -122.40332252012801)"
VEHICLE THEFT	12/10/17	CENTRAL	-122.4156188	37.8072756	"(37.80727560328014, -122.41561882372157)"
VEHICLE THEFT	6/4/17	INGLESIDE	-122.4320064	37.72123819	"(37.721238193846325, -122.43200638771525)"
VEHICLE THEFT	12/11/17	BAYVIEW	-122.3920685	37.72329561	"(37.723295605864095, -122.39206847559814)"
VEHICLE THEFT	1/30/17	BAYVIEW	-122.3815672	37.72868019	"(37.728680194527996, -122.38156721877253)"
VEHICLE THEFT	8/5/17	PARK	-122.4335751	37.76917675	"(37.769176747627725, -122.43357509728241)"
VEHICLE THEFT	3/28/17	INGLESIDE	-122.4498474	37.70832744	"(37.70832743696589, -122.44984741413033)"
VEHICLE THEFT	5/20/17	SOUTHERN	-122.3951632	37.7843097	"(37.78430969986759, -122.39516315448759)"
VEHICLE THEFT	5/24/17	CENTRAL	-122.3967737	37.79546641	"(37.79546640980313, -122.39677370875998)"
VEHICLE THEFT	12/14/17	BAYVIEW	-122.3939059	37.73378954	"(37.73378953920076, -122.39390592099242)"
VEHICLE THEFT	2/7/17	NORTHERN	-122.4210543	37.77569388	"(37.77569388367338, -122.42105431172213)"
VEHICLE THEFT	2/19/17	MISSION	-122.4154644	37.76693703	"(37.76693702928743, -122.41546437287386)"
VEHICLE THEFT	9/9/17	INGLESIDE	-122.4567574	37.73320101	"(37.73320100620132, -122.45675736764173)"
VEHICLE THEFT	1/24/17	PARK	-122.4479897	37.76897127	"(37.76897126678524, -122.44798968539051)"
VEHICLE THEFT	1/6/17	PARK	-122.4483471	37.77273688	"(37.77273687892922, -122.44834705621123)"
VEHICLE THEFT	1/28/17	NORTHERN	-122.4302346	37.77978243	"(37.77978242616834, -122.43023456527314)"
VEHICLE THEFT	2/4/17	NORTHERN	-122.4248102	37.77760216	"(37.77760215939901, -122.42481019069027)"
VEHICLE THEFT	2/8/17	INGLESIDE	-122.4403882	37.71745801	"(37.71745801367185, -122.44038822919362)"
VEHICLE THEFT	2/23/17	BAYVIEW	-122.3799257	37.72726643	"(37.727266425463235, -122.37992567556613)"
VEHICLE THEFT	12/23/17	RICHMOND	-122.4566875	37.78599943	"(37.78599942551285, -122.45668751078206)"
VEHICLE THEFT	2/8/17	BAYVIEW	-122.3887558	37.74031922	"(37.74031922296752, -122.38875579498996)"
VEHICLE THEFT	3/3/17	BAYVIEW	-122.3880258	37.71276374	"(37.712763735962895, -122.38802580862995)"
VEHICLE THEFT	3/4/17	CENTRAL	-122.4101616	37.79382859	"(37.793828593673354, -122.41016162496118)"
VEHICLE THEFT	2/27/17	PARK	-122.440104	37.77368496	"(37.77368496043064, -122.4401039946045)"
VEHICLE THEFT	12/27/17	RICHMOND	-122.4371308	37.78848693	"(37.788486934345265, -122.4371307843751)"
VEHICLE THEFT	12/28/17	RICHMOND	-122.4599978	37.78022639	"(37.78022639261339, -122.45999776855189)"
VEHICLE THEFT	2/10/17	BAYVIEW	-122.4007846	37.72361678	"(37.723616775736964, -122.40078457425656)"
VEHICLE THEFT	2/11/17	NORTHERN	-122.4184677	37.78796526	"(37.78796525697966, -122.41846774793113)"
VEHICLE THEFT	3/14/17	TARAVAL	-122.4633013	37.73792775	"(37.737927753681355, -122.4633012732951)"
VEHICLE THEFT	12/30/17	CENTRAL	-122.4032182	37.79650818	"(37.79650817961493, -122.40321819050472)"
VEHICLE THEFT	3/17/17	BAYVIEW	-122.4024226	37.74087179	"(37.7408717910077, -122.40242258972204)"
VEHICLE THEFT	3/19/17	MISSION	-122.4154739	37.7556333	"(37.75563329793225, -122.41547393151343)"
VEHICLE THEFT	3/21/17	MISSION	-122.4076791	37.76771004	"(37.76771004340844, -122.40767905714388)"
VEHICLE THEFT	4/9/17	BAYVIEW	-122.3999496	37.74283218	"(37.74283218071874, -122.39994956066991)"
VEHICLE THEFT	3/22/17	INGLESIDE	-122.4165174	37.73301039	"(37.73301038674158, -122.4165174274052)"
VEHICLE THEFT	3/4/17	SOUTHERN	-122.3978166	37.78466807	"(37.784668065393824, -122.39781658953223)"
VEHICLE THEFT	10/2/17	NORTHERN	-122.4348768	37.78978537	"(37.78978536995694, -122.43487684428884)"
VEHICLE THEFT	3/22/17	BAYVIEW	-122.4098356	37.7266553	"(37.7266552977576, -122.40983557988308)"
VEHICLE THEFT	3/30/17	MISSION	-122.41121	37.76297361	"(37.762973614156735, -122.41121003779804)"
VEHICLE THEFT	3/30/17	MISSION	-122.4285085	37.76288963	"(37.7628896284932, -122.42850845330993)"
VEHICLE THEFT	2/17/17	CENTRAL	-122.4130564	37.78764531	"(37.78764531117817, -122.4130564490364)"
VEHICLE THEFT	3/31/17	BAYVIEW	-122.3874506	37.74962645	"(37.74962645076342, -122.38745060568658)"
VEHICLE THEFT	9/20/17	RICHMOND	-122.4658827	37.77339733	"(37.773397325817434, -122.46588265028946)"
VEHICLE THEFT	4/1/17	INGLESIDE	-122.4218531	37.72685421	"(37.72685420872616, -122.4218531335726)"
VEHICLE THEFT	4/3/17	NORTHERN	-122.4248295	37.77372136	"(37.77372136341766, -122.42482950358522)"
VEHICLE THEFT	4/25/17	MISSION	-122.4246612	37.75265574	"(37.75265574486176, -122.42466121466258)"
VEHICLE THEFT	2/18/17	TARAVAL	-122.4778115	37.75696927	"(37.75696927347186, -122.477811526905)"
VEHICLE THEFT	8/22/17	MISSION	-122.4108971	37.76921419	"(37.76921419417124, -122.41089712202982)"
VEHICLE THEFT	10/6/17	BAYVIEW	-122.3741006	37.72911447	"(37.72911447265528, -122.37410061315938)"
VEHICLE THEFT	6/9/17	MISSION	-122.426147	37.7621591	"(37.762159103141826, -122.42614700952734)"
VEHICLE THEFT	2/21/17	MISSION	-122.409454	37.75678281	"(37.75678280771427, -122.40945402181458)"
VEHICLE THEFT	2/21/17	INGLESIDE	-122.4338404	37.71891617	"(37.71891616702803, -122.43384041058796)"
VEHICLE THEFT	4/9/17	INGLESIDE	-122.4231342	37.73845121	"(37.738451213192555, -122.4231342207912)"
VEHICLE THEFT	3/10/17	BAYVIEW	-122.400528	37.71251415	"(37.7125141455595, -122.40052797726077)"
VEHICLE THEFT	6/5/17	INGLESIDE	-122.4504507	37.71144815	"(37.71144814847151, -122.45045065490716)"
VEHICLE THEFT	3/12/17	MISSION	-122.4081804	37.75203515	"(37.75203515277681, -122.40818042922993)"
VEHICLE THEFT	4/14/17	SOUTHERN	-122.4029624	37.77814913	"(37.778149130355295, -122.40296235648547)"
VEHICLE THEFT	4/15/17	BAYVIEW	-122.3912322	37.73139088	"(37.73139087777752, -122.39123221352018)"
VEHICLE THEFT	6/6/17	RICHMOND	-122.5048161	37.77441774	"(37.77441773941678, -122.50481608410124)"
VEHICLE THEFT	6/17/17	BAYVIEW	-122.3931234	37.75765082	"(37.757650823212444, -122.39312335987348)"
VEHICLE THEFT	4/24/17	MISSION	-122.4173601	37.75230632	"(37.75230631701808, -122.41736013947738)"
VEHICLE THEFT	4/24/17	MISSION	-122.4288209	37.76612864	"(37.76612863578131, -122.42882092273628)"
VEHICLE THEFT	3/9/17	INGLESIDE	-122.412458	37.71473474	"(37.7147347356846, -122.41245795305733)"
VEHICLE THEFT	2/5/17	BAYVIEW	-122.4056103	37.73243886	"(37.732438864981965, -122.40561026822242)"
VEHICLE THEFT	5/3/17	BAYVIEW	-122.3840496	37.7375158	"(37.73751580288819, -122.3840496030283)"
VEHICLE THEFT	5/3/17	BAYVIEW	-122.3863042	37.73490503	"(37.734905034284886, -122.38630422096774)"
VEHICLE THEFT	6/17/17	SOUTHERN	-122.4103348	37.77281404	"(37.77281403620031, -122.4103347768421)"
VEHICLE THEFT	6/5/17	INGLESIDE	-122.433985	37.72006299	"(37.72006299492391, -122.43398501550594)"
VEHICLE THEFT	2/10/17	TENDERLOIN	-122.4122242	37.78207293	"(37.78207293120293, -122.4122241647361)"
VEHICLE THEFT	3/6/17	MISSION	-122.4214261	37.7601018	"(37.760101797052506, -122.42142614299549)"
VEHICLE THEFT	5/13/17	NORTHERN	-122.4224073	37.77408411	"(37.774084109331305, -122.42240731280884)"
VEHICLE THEFT	5/15/17	INGLESIDE	-122.4139238	37.7403169	"(37.740316903742695, -122.41392378638798)"
VEHICLE THEFT	10/19/17	INGLESIDE	-122.4292809	37.7262823	"(37.726282304355905, -122.42928085526003)"
VEHICLE THEFT	3/15/17	PARK	-122.443597	37.78264353	"(37.782643528093914, -122.44359704751092)"
VEHICLE THEFT	5/29/17	RICHMOND	-122.4519352	37.78116863	"(37.78116863047942, -122.4519352151322)"
VEHICLE THEFT	6/6/17	CENTRAL	-122.4154355	37.80634189	"(37.80634188918135, -122.41543547309443)"
VEHICLE THEFT	5/21/17	PARK	-122.4466967	37.760577	"(37.760576996487764, -122.44669673541075)"
VEHICLE THEFT	5/25/17	SOUTHERN	-122.4064723	37.77696344	"(37.77696344241694, -122.40647233376437)"
VEHICLE THEFT	5/19/17	BAYVIEW	-122.4047875	37.73765599	"(37.73765599363587, -122.40478754224475)"
VEHICLE THEFT	6/7/17	TARAVAL	-122.4741027	37.7431745	"(37.74317449699626, -122.47410271041605)"
VEHICLE THEFT	3/14/17	INGLESIDE	-122.4448556	37.73460796	"(37.73460795924709, -122.44485562205655)"
VEHICLE THEFT	3/12/17	TARAVAL	-122.4738155	37.74687201	"(37.74687201005236, -122.4738155114547)"
VEHICLE THEFT	5/18/17	NORTHERN	-122.4341655	37.78214903	"(37.78214902635217, -122.4341654981043)"
VEHICLE THEFT	3/27/17	TARAVAL	-122.4781309	37.71940181	"(37.71940181416355, -122.47813089080685)"
VEHICLE THEFT	3/18/17	PARK	-122.4484699	37.7756034	"(37.775603397053644, -122.44846994760441)"
VEHICLE THEFT	3/18/17	RICHMOND	-122.4405263	37.7926689	"(37.79266890272912, -122.44052631977489)"
VEHICLE THEFT	6/5/17	BAYVIEW	-122.3910903	37.73690857	"(37.736908565728655, -122.39109032559652)"
VEHICLE THEFT	1/1/17	TARAVAL	-122.4695336	37.7396312	"(37.73963120193012, -122.46953362386122)"
VEHICLE THEFT	6/8/17	BAYVIEW	-122.3989408	37.75730177	"(37.757301772475614, -122.39894083083567)"
VEHICLE THEFT	5/26/17	MISSION	-122.4156293	37.75723223	"(37.75723222791403, -122.4156293324455)"
VEHICLE THEFT	6/11/17	INGLESIDE	-122.4403331	37.71956636	"(37.719566355087295, -122.44033306630136)"
VEHICLE THEFT	10/22/17	MISSION	-122.4251104	37.76304327	"(37.763043271350696, -122.42511038332002)"
VEHICLE THEFT	1/2/17	TARAVAL	-122.4616832	37.72518972	"(37.72518972367484, -122.46168315955899)"
VEHICLE THEFT	3/29/17	PARK	-122.4433244	37.77716382	"(37.77716381945422, -122.44332444477692)"
VEHICLE THEFT	6/12/17	INGLESIDE	-122.4297471	37.7391371	"(37.739137095541516, -122.42974712769154)"
VEHICLE THEFT	6/17/17	NORTHERN	-122.4203074	37.78869895	"(37.7886989511647, -122.4203073557207)"
VEHICLE THEFT	6/17/17	MISSION	-122.4184863	37.76349544	"(37.763495437314376, -122.4184862965745)"
VEHICLE THEFT	6/7/17	SOUTHERN	-122.3943045	37.78009053	"(37.78009053059243, -122.39430447519385)"
VEHICLE THEFT	4/3/17	NORTHERN	-122.4265557	37.77361306	"(37.77361306163872, -122.42655566898748)"
VEHICLE THEFT	6/21/17	PARK	-122.4469333	37.7700062	"(37.770006198835794, -122.44693331097456)"
VEHICLE THEFT	3/6/17	NORTHERN	-122.4212894	37.78452027	"(37.78452027392729, -122.42128935147478)"
VEHICLE THEFT	6/22/17	TARAVAL	-122.5094308	37.76118731	"(37.76118731274683, -122.50943076605542)"
VEHICLE THEFT	1/10/17	BAYVIEW	-122.3915229	37.73243239	"(37.73243238644709, -122.39152289304221)"
VEHICLE THEFT	4/10/17	INGLESIDE	-122.4359592	37.71671131	"(37.716711306389314, -122.43595915752063)"
VEHICLE THEFT	6/27/17	TARAVAL	-122.4540323	37.72096242	"(37.72096242485262, -122.45403230703862)"
VEHICLE THEFT	6/28/17	NORTHERN	-122.4209065	37.78336018	"(37.78336018350946, -122.42090651495354)"
VEHICLE THEFT	4/10/17	BAYVIEW	-122.3888562	37.72998097	"(37.729980967299596, -122.38885620429184)"
VEHICLE THEFT	6/7/17	NORTHERN	-122.4266499	37.77407912	"(37.77407912139411, -122.42664992075773)"
VEHICLE THEFT	6/12/17	BAYVIEW	-122.4000909	37.75997382	"(37.759973821668865, -122.4000909321607)"
VEHICLE THEFT	1/14/17	INGLESIDE	-122.4154682	37.74044647	"(37.74044646859303, -122.41546819720483)"
VEHICLE THEFT	3/13/17	BAYVIEW	-122.391269	37.73985314	"(37.73985313851924, -122.39126903299108)"
VEHICLE THEFT	7/2/17	CENTRAL	-122.4181156	37.79456631	"(37.79456630992893, -122.41811559858944)"
VEHICLE THEFT	6/10/17	INGLESIDE	-122.4535157	37.70857636	"(37.7085763593082, -122.45351566635046)"
VEHICLE THEFT	6/13/17	RICHMOND	-122.4924168	37.78320717	"(37.78320716978882, -122.49241682554347)"
VEHICLE THEFT	7/2/17	SOUTHERN	-122.4063001	37.77551311	"(37.77551311299367, -122.40630013873282)"
VEHICLE THEFT	11/7/17	NORTHERN	-122.4279912	37.78495312	"(37.78495312416125, -122.4279911519107)"
VEHICLE THEFT	6/23/17	INGLESIDE	-122.4200841	37.70831097	"(37.70831097445909, -122.42008407524169)"
VEHICLE THEFT	3/7/17	MISSION	-122.4153084	37.76531614	"(37.76531613563503, -122.41530838881565)"
VEHICLE THEFT	3/8/17	BAYVIEW	-122.3901504	37.72700062	"(37.72700062241032, -122.39015040978501)"
VEHICLE THEFT	7/4/17	INGLESIDE	-122.4189687	37.73220831	"(37.73220831017591, -122.41896870059135)"
VEHICLE THEFT	4/8/17	MISSION	-122.4260668	37.74942008	"(37.74942008249278, -122.4260668288952)"
VEHICLE THEFT	5/26/17	BAYVIEW	-122.3921844	37.74510153	"(37.745101531364995, -122.39218441616596)"
VEHICLE THEFT	6/25/17	MISSION	-122.4215817	37.76170072	"(37.761700717951754, -122.42158168137037)"
VEHICLE THEFT	5/26/17	BAYVIEW	-122.4000068	37.75076634	"(37.75076633550183, -122.40000678502928)"
VEHICLE THEFT	1/23/17	MISSION	-122.4244127	37.76800542	"(37.76800541638235, -122.42441271506397)"
VEHICLE THEFT	11/13/17	RICHMOND	-122.442575	37.78591539	"(37.78591539099972, -122.44257502581104)"
VEHICLE THEFT	1/25/17	BAYVIEW	-122.3995003	37.7445903	"(37.74459029641888, -122.39950033565954)"
VEHICLE THEFT	7/13/17	BAYVIEW	-122.3992712	37.72678092	"(37.726780922684604, -122.3992711660984)"
VEHICLE THEFT	7/13/17	RICHMOND	-122.5112938	37.77507333	"(37.77507332633101, -122.51129379859597)"
VEHICLE THEFT	6/20/17	INGLESIDE	-122.4357971	37.72496526	"(37.72496526273829, -122.43579705581837)"
VEHICLE THEFT	4/23/17	MISSION	-122.425013	37.76068794	"(37.760687940674195, -122.42501298892762)"
VEHICLE THEFT	6/13/17	PARK	-122.4395601	37.7710042	"(37.77100420093461, -122.43956014333733)"
VEHICLE THEFT	7/14/17	TARAVAL	-122.4756475	37.72852806	"(37.72852806274646, -122.47564746078615)"
VEHICLE THEFT	4/17/17	MISSION	-122.4350029	37.76088781	"(37.76088780611937, -122.43500286429793)"
VEHICLE THEFT	6/19/17	BAYVIEW	-122.3871677	37.73185945	"(37.731859448263144, -122.38716770759018)"
VEHICLE THEFT	11/17/17	SOUTHERN	-122.395986	37.77883482	"(37.77883482056823, -122.39598597086741)"
