Date,X,Y
12/28/17,-122.4284423,37.77899828
5/18/17,-122.4469333,37.7700062
12/28/17,-122.3897747,37.73522659
7/28/17,-122.4029614,37.79377901
4/18/17,-122.3985763,37.74114205
9/8/17,-122.3852902,37.73079074
12/29/17,-122.3864009,37.73898349
12/28/17,-122.4331552,37.79078862
11/22/17,-122.4103235,37.78512252
12/29/17,-122.392403,37.7244987
5/19/17,-122.4760317,37.74864512
9/12/17,-122.4400304,37.77758616
12/30/17,-122.3992712,37.72678092
9/12/17,-122.4034048,37.77542071
9/12/17,-122.4034048,37.77542071
5/19/17,-122.4383202,37.79013066
9/13/17,-122.4016378,37.801863
4/27/17,-122.4157546,37.78071918
2/2/17,-122.4083686,37.78077843
2/10/17,-122.4403597,37.77084802
5/22/17,-122.4119658,37.78491419
2/11/17,-122.4178006,37.80126838
9/14/17,-122.4027395,37.78688003
1/20/17,-122.467386,37.76303803
9/15/17,-122.4373929,37.7938975
9/15/17,-122.4373929,37.7938975
9/14/17,-122.4174299,37.77853494
1/21/17,-122.4020702,37.78871987
5/23/17,-122.4584022,37.76610762
9/14/17,-122.4446202,37.78105133
1/22/17,-122.456876,37.72395457
1/22/17,-122.4028709,37.72044533
8/30/17,-122.4024226,37.74087179
9/11/17,-122.4634827,37.78485361
2/7/17,-122.4644198,37.7819577
9/13/17,-122.4135214,37.74593467
4/12/17,-122.4009009,37.73965969
4/29/17,-122.4847317,37.78009171
9/16/17,-122.4970458,37.77198074
9/16/17,-122.3898086,37.7211357
9/17/17,-122.453613,37.72179778
9/17/17,-122.453613,37.72179778
9/17/17,-122.412836,37.80034011
12/1/17,-122.4356827,37.72751737
1/20/17,-122.4938314,37.77212855
1/23/17,-122.4261932,37.74217268
9/18/17,-122.4443197,37.79878768
9/18/17,-122.422277,37.78175288
9/18/17,-122.4134496,37.75736378
2/10/17,-122.3983455,37.78180003
5/28/17,-122.4196414,37.78543273
9/19/17,-122.4512742,37.74403532
5/1/17,-122.4446669,37.75785271
9/21/17,-122.4078434,37.79777736
9/21/17,-122.4206907,37.79896889
9/21/17,-122.418382,37.78325838
6/18/17,-122.4161732,37.73485516
2/11/17,-122.4063001,37.77551311
5/29/17,-122.4356274,37.76732735
8/29/17,-122.4329402,37.771845
8/29/17,-122.4281299,37.781424
5/30/17,-122.4436756,37.7345059
9/23/17,-122.4812434,37.77736536
9/22/17,-122.390548,37.72809966
9/24/17,-122.3828123,37.73210286
9/24/17,-122.3828123,37.73210286
9/23/17,-122.4207781,37.76822402
9/13/17,-122.4928371,37.74229405
9/27/17,-122.4115805,37.75908346
5/6/17,-122.4146526,37.79410892
9/20/17,-122.4013206,37.74010891
9/29/17,-122.3976622,37.78802601
1/27/17,-122.4244366,37.77574035
1/29/17,-122.4618959,37.73341199
9/29/17,-122.4196718,37.76505012
9/30/17,-122.4377997,37.77499129
10/1/17,-122.4277269,37.75407473
1/27/17,-122.432198,37.76511073
1/30/17,-122.4852857,37.78760903
1/27/17,-122.4053955,37.78351007
2/25/17,-122.4119795,37.78090397
10/3/17,-122.3999387,37.77571063
2/18/17,-122.4160496,37.73543078
